,0,1,2
321,9302.625,-8968.991,27.67127
322,1418.0803,-6419.666,16.791588
323,1606.5577,-1348.1846,36.095387
324,7334.0415,811.9047,22.054249
325,7058.6934,-3600.9429,2.300102
326,2351.8147,1079.2217,33.472565
327,6316.01,-4180.4756,11.024262
328,9787.802,1430.3226,21.207647
329,4794.6836,5337.0874,26.063587
330,2928.7317,-9692.867,27.198135
331,6705.459,4640.1094,14.748635
332,7228.6904,-4747.779,2.4624012
333,2626.832,-3333.219,31.463469
334,918.4524,-8186.7246,5.257656
335,5778.6934,-8575.498,27.382263
336,6485.5815,-4310.827,12.812416
337,9358.032,2202.3333,10.580173
338,5637.258,-4511.954,31.4477
339,8073.1274,-4026.3677,7.331988
340,1007.26624,-6251.985,37.031822
341,5300.6694,-6068.216,19.930061
342,9031.236,887.10565,12.305806
343,4417.0713,3833.7776,14.15782
344,1912.0986,-7065.937,2.983318
345,3711.9775,4745.0537,32.749573
346,2438.7563,4368.2534,24.979216
347,4446.829,-3498.1028,2.02906
348,8979.472,416.44452,28.35539
349,6963.2695,-1605.1624,20.224463
350,4754.931,-1187.9131,12.669536
351,8596.246,-638.96875,35.76436
352,307.08118,-1962.5582,19.542633
353,9269.63,1834.2427,37.497902
354,9992.785,3518.4402,33.577953
355,1474.7985,4082.9155,24.582792
356,3524.7793,-2821.8582,35.006027
357,5148.1167,2008.3527,7.2240715
358,84.74537,4823.1885,8.064004
359,5518.1123,-2351.197,21.384743
360,6383.2065,-4646.255,4.1955695
361,2905.966,-6861.3984,14.481138
362,498.20038,-3391.7502,13.458752
363,9316.494,-7672.242,6.241917
364,1184.684,-6106.629,36.49033
365,5476.1006,-6908.8794,33.662148
366,5446.861,2864.7573,9.687842
367,6582.3477,-6715.282,12.290708
368,5180.224,-2980.5098,15.82997
369,5754.145,2909.852,4.321517
370,119.38865,-2538.0989,28.138638
371,7635.2173,-7780.1675,24.390081
372,8828.142,3160.4954,9.836437
373,3773.3008,-9322.339,7.5226364
374,6681.3916,2343.3232,37.20005
375,3635.7397,4674.52,21.345997
376,8868.799,-7506.4097,35.61112
377,8978.385,4819.6953,0.3039678
378,6048.1274,-8586.828,28.295788
379,5084.4844,-2889.2976,16.614475
380,5646.607,-8163.0693,7.5632286
381,4769.7095,1432.4729,7.992607
382,1930.9944,-8915.967,33.4307
383,632.1267,-4689.73,14.427395
384,4149.049,-6621.5825,3.2295408
385,76.44451,-6886.6685,13.517178
386,9396.444,-9978.447,0.56811833
387,2314.1904,-5508.6636,16.393713
388,8267.183,-6964.64,11.703404
389,4751.956,-8190.1533,8.82404
390,2097.4326,1018.67975,8.088005
391,1781.6229,-8625.117,30.944067
392,1851.4818,-5189.7573,2.6241918
393,9993.315,354.34204,17.216713
394,6217.793,-8366.087,28.761017
395,7293.9766,-1838.5973,15.092809
396,2451.8547,-4794.5703,27.275423
397,7338.1514,3925.5725,7.484844
398,4513.008,-9901.708,20.242706
399,7994.3613,-7426.474,17.994709
400,616.35394,-3200.9604,21.257757
401,240.85245,-1764.2716,33.036274
402,4712.3813,-7856.513,35.453438
403,8167.268,-5996.0347,32.99997
404,5320.798,-2320.3652,4.755226
405,2198.0574,-6461.318,26.639164
406,7168.9727,-3715.6162,6.48924
407,6201.301,-3461.5278,6.9463596
408,4644.2856,-4078.5698,29.093214
409,5347.1377,-6671.125,29.418375
410,6038.5776,-2331.5012,25.99427
411,1207.4647,-336.92157,3.5355375
412,6995.7554,-1016.51355,5.209218
413,2846.1555,-766.6125,20.64006
414,125.28397,-3949.4785,14.302463
415,3867.5583,-7380.674,37.526173
416,5818.279,4590.598,1.1051147
417,8000.279,-1609.6548,8.84917
418,2510.0312,389.29324,34.851192
419,4066.088,-1616.6093,10.344328
420,6552.8066,-9968.79,38.404514
421,9491.115,-2754.4885,18.873238
422,1405.5117,-10255.038,9.423231
423,1784.602,-6495.3247,37.419548
424,6452.1963,-3646.7717,22.784506
425,9061.321,-5222.3096,31.861925
426,9731.498,-5534.374,22.14617
427,4651.452,-1097.9597,5.0525675
428,1900.1421,-10138.026,8.262301
429,2041.8915,1946.3002,38.63872
430,226.5566,-8585.418,25.62148
431,1745.5106,-5767.8765,14.714617
432,9134.194,-4066.0269,11.872944
433,4367.245,-814.6714,21.133547
434,3915.9146,-7986.2812,29.228558
435,4111.246,-4596.799,31.316158
436,2335.7683,-664.48114,37.9981
437,836.8637,-6652.076,8.007328
438,113.02443,-9246.125,21.302149
439,1177.0476,-3053.5652,26.767565
440,6793.462,4830.879,11.431086
441,3351.6274,4464.237,20.207117
442,768.86566,1175.4646,2.6752088
443,663.4123,437.62436,26.530388
444,4652.052,-9777.861,26.85361
445,6421.2856,674.52234,6.6208596
446,7396.3535,-3933.809,18.579086
447,8770.157,-4750.238,21.389715
448,2883.1191,-8840.338,18.265564
449,5493.9453,3145.2886,31.99627
450,9961.418,1483.1887,19.037836
451,4237.2734,-4542.3066,18.45091
452,8992.949,-6127.8843,31.305285
453,4267.2964,-2379.0737,8.653586
454,6909.124,-6056.866,13.572308
455,4322.994,-9341.475,25.872248
456,6527.6567,-3953.8293,5.4709134
457,8667.003,-886.4996,16.765625
458,8940.528,-2994.933,25.903507
459,2670.5974,1531.8025,37.137653
460,1268.5905,-1281.4553,24.290571
461,3235.3794,4222.974,21.309793
462,6134.3525,-5288.912,31.951147
463,2750.5132,2456.1287,24.772327
464,4978.707,-9211.707,8.11149
465,6873.076,2217.0,5.167472
466,19.795452,4937.9834,0.78891057
467,9686.088,2208.2456,18.234823
468,6058.1934,-1766.4552,28.984743
469,1562.1497,-6424.3423,8.290799
470,3440.8428,-8785.676,6.3444057
471,7423.747,1816.5022,34.76832
472,8342.354,-4789.5225,9.954132
473,9122.438,629.39703,6.717507
474,5502.08,114.13819,26.974102
475,799.85803,-9520.225,35.72115
476,6478.6885,-4279.771,15.674197
477,6749.2983,-2931.8896,22.407583
478,7126.0117,-947.93823,22.624104
479,914.0962,-4735.1016,31.989891
480,9883.476,-3163.749,20.706566
481,8207.378,-519.6212,18.932577
482,8291.252,3566.9932,25.174685
483,9476.613,4704.122,13.018584
484,1292.917,4877.0254,35.29757
485,8075.524,-10175.3955,22.046896
486,5133.9673,4920.9624,31.2289
487,4005.9666,-2265.8528,11.483697
488,5570.3228,-9395.202,36.13555
489,3745.6086,4115.4766,9.669657
490,6156.4155,-4641.5073,3.717291
491,5828.049,1919.6332,17.967941
492,5027.3477,-2149.9321,26.238935
493,8721.656,-10029.591,1.0079358
494,193.72894,-7650.445,31.142809
495,2088.6235,-5585.4707,23.373823
496,9593.925,-1900.6866,20.582218
497,6559.612,2898.8303,9.744879
498,3804.8848,-7586.8877,23.180117
499,7239.8296,4129.465,16.755577
500,7227.331,-1498.6082,14.643784
501,3368.4739,3982.349,2.8604414
502,214.29073,-3617.5774,1.8916111
503,7851.5854,-3643.329,27.08054
504,4490.663,3531.7246,35.904583
505,8247.849,-4840.2266,14.859824
506,6840.698,-6290.77,22.590448
507,3444.3955,-7041.6504,13.835966
508,5202.995,-7342.9883,23.916103
509,6999.9814,3137.2615,34.645447
510,8742.459,-8832.781,16.097221
511,3145.8796,-1533.111,7.760194
512,7976.051,-2022.9124,27.40613
513,677.24786,2159.1628,33.164726
514,2502.211,2022.6345,18.012316
515,2139.2498,323.77682,7.7679186
516,9763.463,-9038.419,9.824724
517,6347.668,-7356.871,7.2961626
518,6658.1973,-7943.4966,18.985569
519,6571.424,-8263.428,4.784779
520,4112.449,-6116.074,4.498949
521,4640.5996,-9364.963,18.745203
522,9087.211,-2183.038,15.289233
523,3980.0051,-7872.928,17.367054
524,5814.6455,1171.8799,31.295132
525,5120.874,-775.4647,11.122141
526,5495.465,-4161.1904,21.598667
527,1540.0673,-8250.827,38.3355
528,5318.8203,-2723.9907,9.148293
529,3196.533,-9842.303,8.814831
530,718.28674,4559.5474,20.996965
531,9326.401,-10239.259,36.357773
532,8705.313,2401.8484,24.200773
533,9451.811,-2341.5474,24.4881
534,5655.4814,-2358.4575,21.31671
535,7972.6694,-10149.967,8.498306
536,3565.477,-7746.5073,30.357248
537,4053.8948,-9460.349,37.90429
538,5963.9946,5259.344,5.280533
539,3149.5393,-2570.2644,28.185019
540,6885.1265,-4936.8027,23.318203
541,9321.604,-8954.022,14.5242405
542,8390.715,-2755.944,27.601278
543,988.92377,-2606.3452,10.1326475
544,7723.71,-9788.65,26.868
545,2294.0283,857.1359,35.51443
546,2302.767,-5568.084,14.8698225
547,2727.083,-829.8284,20.035547
548,2142.4463,-6930.1147,7.452756
549,2585.3887,3209.213,33.49443
550,9531.494,2819.7988,28.793667
551,5360.88,-4920.6396,23.774256
552,888.10803,-936.6187,19.21194
553,8884.366,4610.0444,25.737637
554,2140.6545,-8117.2456,31.945131
555,4552.062,-4573.4155,23.675825
556,5082.4805,5142.2334,20.32203
557,6322.9424,-8333.036,23.142845
558,7890.9785,-6259.843,12.960058
559,6737.8657,-5370.907,13.228714
560,5141.1484,3556.62,21.925194
561,3522.6606,-5624.163,20.081083
562,9367.9375,3736.5498,2.7579808
563,3144.035,-6578.9966,22.517061
564,5951.761,613.68567,17.976484
565,7385.636,2613.1,1.1767461
566,2460.5056,2595.5637,31.988712
567,6152.5527,4002.12,22.924057
568,4972.9556,-7262.137,11.980623
569,4315.8887,-8066.7944,25.968264
570,7815.5405,-6139.127,37.011562
571,1267.1439,-9170.444,12.952983
572,1725.3967,-3907.9827,34.04368
573,4760.7935,-4706.2856,25.080296
574,318.59857,-1594.1515,3.0924914
575,7366.4146,5216.234,36.29964
576,3937.6257,-5368.3447,26.369593
577,9399.609,69.89389,16.253708
578,1461.4548,4456.0566,31.721066
579,8551.563,3257.4717,18.153214
580,6049.466,4123.4673,31.322239
581,3120.5813,-3477.4038,24.996658
582,4283.6157,-9011.624,6.943185
583,2887.033,-8266.395,24.27489
584,2918.0144,-4023.1943,20.10248
585,3990.902,-8047.5674,3.166424
586,4158.325,-2767.7927,27.597664
587,3457.0085,-514.69293,3.251661
588,6118.799,93.27859,3.546192
589,4325.4067,-6643.4424,19.6972
590,8606.267,-5018.002,25.636873
591,1887.8907,-9733.806,30.456615
592,2039.14,-8477.875,12.9418745
593,2801.2769,-9675.848,25.746094
594,7113.57,-5521.2515,36.409386
595,2052.406,646.8333,10.561772
596,2882.2065,3088.8894,21.61887
597,5302.156,849.56177,36.431316
598,8546.926,-9468.477,14.333349
599,6925.644,209.31609,13.534637
600,7231.361,4414.5957,28.992008
601,6883.7686,-9848.766,33.697994
602,1722.6228,-2648.886,27.615854
603,4943.2915,-1812.1753,6.0969224
604,557.4548,-1845.114,13.800267
605,7780.678,4945.3857,31.809095
606,566.7104,-1934.2413,6.6229925
607,8511.655,2378.3464,6.961554
608,6941.7925,-9369.253,4.3307896
609,5452.783,226.38002,16.368906
610,7243.8364,3536.1584,29.77518
611,6211.2124,4494.602,28.203758
612,7390.22,-8249.427,23.679705
613,7664.044,4444.403,17.226944
614,4704.3594,-4953.333,37.953346
615,5111.7397,-7373.216,13.159386
616,4786.253,-5288.208,1.6997689
617,152.43106,-10146.247,34.01294
618,5326.4756,4568.654,23.060373
619,3709.5127,-10211.232,6.2678146
620,5047.294,4252.3447,13.741874
621,5565.7256,41.166153,25.26307
622,2924.6714,4040.8547,32.892933
623,5075.4287,5272.377,26.517775
624,6362.576,195.52817,10.657012
625,7048.8916,-8547.023,33.05562
626,6630.829,-2801.6238,14.631426
627,8113.994,-1432.9202,3.2222178
628,2409.91,-4583.739,5.7654033
629,9472.989,-10176.478,19.181255
630,5827.013,-4978.815,24.767557
631,2100.9197,-2220.9868,9.345584
632,9329.592,5087.247,1.865819
633,8713.13,1032.1362,15.402083
634,9970.98,-1659.0256,24.007269
635,4922.0483,1684.1588,27.699823
636,6474.4443,-1598.9633,7.850047
637,8624.719,-3315.47,26.87406
638,3405.291,2474.4202,30.711084
639,6370.821,-116.40987,22.035488
640,6228.0527,-9799.934,27.429031
641,2773.5964,-6242.923,4.4614935
642,39.493576,4167.131,13.1959095
643,4095.242,-5735.0356,20.551214
644,7975.4277,-6786.113,19.131813
645,4680.413,4205.247,0.87557065
646,7698.649,-10229.895,26.646246
647,9794.783,3012.2222,33.1722
648,9240.494,1451.432,15.049223
649,7627.1016,-3010.7927,7.289911
650,406.27304,-8232.612,10.493037
651,3414.1328,-9670.487,25.468086
652,8407.461,-6946.062,34.59414
653,4783.6743,4620.8887,3.016557
654,1848.6011,-3553.1887,2.8926065
655,811.23425,-944.8683,15.484157
656,702.01154,765.614,15.593649
657,8307.666,-3431.232,34.378918
658,4153.1226,-4360.0054,22.20566
659,3714.698,-9001.79,10.703362
660,8324.131,-9991.619,21.756678
661,648.12933,5273.785,19.97163
662,241.46643,3074.9202,20.52836
663,1102.4292,-7449.2773,20.217367
664,9078.328,-6145.6846,26.632826
665,9015.946,-1859.4537,0.6583375
666,9725.029,-7087.7993,5.4420886
667,1067.9208,78.457344,22.70783
668,6190.0786,56.72992,15.031935
669,3218.9175,-5175.202,2.1723912
670,6809.242,-941.058,31.677885
671,8941.454,-4466.611,30.665657
672,2209.2476,276.30643,36.465134
673,2071.653,1997.0298,6.1325927
674,3738.8503,-7122.2363,0.0653029
675,8348.222,-5000.9385,38.6827
676,2996.308,776.585,35.885117
677,6519.035,-5271.0864,27.340845
678,5995.203,-2169.3723,13.8090925
679,5471.9976,4543.629,17.978706
680,8351.936,-8992.303,31.475142
681,5790.2163,-8114.683,29.965754
682,9232.848,-1117.5481,35.696514
683,7152.637,-4861.364,15.271249
684,763.6774,3163.5205,1.6631687
685,488.95752,-3635.6196,25.158585
686,6403.005,-5636.4053,0.3343492
687,3751.24,-4557.7773,0.5553996
688,6165.276,-975.78076,16.819925
689,8185.925,-3654.2473,24.474846
690,3492.5737,-1250.5555,33.189995
691,1711.3933,2644.5457,8.552688
692,3052.817,1927.7634,4.952278
693,2541.342,-5223.8003,7.1821985
694,370.38504,-557.4155,15.299412
695,4223.076,972.308,7.9608746
696,814.7209,-85.76212,23.411858
697,1132.0054,-9905.163,18.947203
698,2187.9182,2102.109,15.650069
699,8759.293,-9456.688,29.767124
700,8852.778,-2536.2385,14.77348
701,5056.0854,-156.25395,34.136936
702,6799.9497,-916.4316,5.1235366
703,4094.0996,1657.219,21.412792
704,1225.0686,-1709.7029,21.680557
705,4801.4653,-1813.1105,2.1742766
706,3744.9385,5039.763,3.1379395
707,9253.148,4212.407,12.445756
708,7209.1904,-4458.875,23.23319
709,1743.7322,-1865.8102,17.135273
710,9503.379,-9088.488,3.319839
711,4018.4636,-5028.0547,17.408932
712,8622.251,1984.5328,21.80648
713,9428.558,-2263.8276,17.876326
714,5369.3545,4478.3643,20.75081
715,9878.732,414.86087,32.810925
716,5805.6753,798.23755,24.12812
717,6756.8887,-21.339886,12.348946
718,3993.3997,-8356.408,33.347416
719,6724.586,-1140.8274,29.489962
720,6160.589,-29.35243,7.671719
721,9956.766,4653.727,31.896591
722,5911.4663,4454.7017,11.365583
723,5199.043,-5449.9663,11.594986
724,1243.8441,-7527.9277,11.962715
725,8263.572,-292.53525,30.261312
726,8755.754,2995.5093,8.810469
727,3928.9727,-6633.835,1.0502627
728,8633.971,-4380.0874,15.391976
729,7440.431,-8986.316,21.08959
730,9178.381,-6380.2026,34.690266
731,205.69449,-8850.219,17.878675
732,3416.2874,1512.9823,10.618299
733,9629.786,-8365.535,23.101082
734,4673.9795,-1181.0662,29.013636
735,9567.388,4246.708,8.719346
736,2144.203,-4245.8784,25.88839
737,1374.1759,4488.074,35.06365
738,8393.541,1248.9326,31.547522
739,1195.4916,-7759.4893,29.488495
740,6797.844,1807.3853,35.997807
741,337.07275,-1214.8348,16.84599
742,2373.6455,3343.465,27.046938
743,2211.3525,-10233.436,26.928509
744,7714.7905,603.5854,10.92093
745,8374.785,4723.079,25.691732
