traj_id,t,u,v_meas,v_true,x_meas,x_true,v_true_next,x_true_next,a_true_next,a_meas_next
0.0,5.2,510.0,13.907533,13.884502,72.29656,72.21075,13.884419,73.59919,-0.0008251176,-0.054511495
0.0,5.3,510.0,13.910141,13.884419,73.65359,73.59919,13.884337,74.987625,-0.00082442927,-0.13323246
0.0,5.4,510.0,13.862569,13.884337,75.065765,74.987625,13.884255,76.37605,-0.000823746,0.047774054
0.0,5.5,510.0,13.832553,13.884255,76.16169,76.37605,13.884173,77.76447,-0.00082306284,0.14325206
0.0,5.6,510.0,14.065499,13.884173,77.71541,77.76447,13.884091,79.152885,-0.00082238874,-0.095166475
0.0,5.7,510.0,13.794617,13.884091,79.14207,79.152885,13.884009,80.54129,-0.00082170556,0.016017562
0.0,5.8,510.0,13.910427,13.884009,80.57949,80.54129,13.883927,81.92969,-0.0008210365,-0.03559851
0.0,5.9,510.0,14.112964,13.883927,81.78911,81.92969,13.883845,83.31808,-0.00082035334,0.13921946
0.0,6.0,510.0,13.845975,13.883845,83.31357,83.31808,13.883763,84.70646,-0.0008196701,-0.067794584
0.0,6.1,510.0,13.871648,13.883763,84.89365,84.70646,13.883681,86.09483,-0.000818996,-0.070472404
0.0,6.2,510.0,13.846795,13.883681,86.0578,86.09483,13.883599,87.4832,-0.0008183128,-0.026021957
0.0,6.3,510.0,13.762125,13.883599,87.56487,87.4832,13.883517,88.87156,-0.0008176387,-0.082848065
0.0,6.4,510.0,13.859893,13.883517,88.95,88.87156,13.883435,90.25991,-0.00081695546,-0.007500514
0.0,6.5,510.0,14.009594,13.883435,90.197174,90.25991,13.883353,91.64825,-0.0008162723,0.13781829
0.0,6.6,510.0,13.850471,13.883353,91.54153,91.64825,13.883271,93.036575,-0.0008156033,-0.014421882
0.0,6.7,510.0,13.886155,13.883271,93.026344,93.036575,13.88319,94.4249,-0.00081492006,0.0002321984
0.0,6.8,510.0,13.755161,13.88319,94.58448,94.4249,13.883109,95.81321,-0.0008142511,-0.017257921
0.0,6.9,510.0,13.6410675,13.883109,95.83579,95.81321,13.883028,97.201515,-0.0008135729,-0.12302911
0.0,7.0,510.0,13.983285,13.883028,97.30459,97.201515,13.882947,98.58981,-0.0008129039,-0.044613842
0.0,7.1,510.0,13.730023,13.882947,98.6274,98.58981,13.882866,99.9781,-0.00081224,0.024746284
0.0,7.2,510.0,13.826308,13.882866,100.09717,99.9781,13.882785,101.36639,-0.0008115619,-0.041515883
0.0,7.3,510.0,13.839103,13.882785,101.3161,101.36639,13.882704,102.75466,-0.00081089797,0.1360259
0.0,7.4,510.0,14.029056,13.882704,102.52307,102.75466,13.882623,104.14293,-0.00081021985,0.12212341
0.0,7.5,510.0,13.745572,13.882623,104.0816,104.14293,13.882542,105.53119,-0.0008095508,-0.25315782
0.0,7.6,510.0,13.95913,13.882542,105.394615,105.53119,13.882461,106.91944,-0.0008088727,0.017912444
0.0,7.7,510.0,13.676348,13.882461,107.17822,106.91944,13.88238,108.307686,-0.0008082088,-0.0061623016
0.0,7.8,510.0,13.9507885,13.88238,108.28967,108.307686,13.882298,109.69592,-0.0008075398,-0.13923495
0.0,7.9,510.0,13.98822,13.882298,109.54181,109.69592,13.882217,111.08415,-0.0008068617,0.05854969
0.0,8.0,510.0,13.900249,13.882217,110.92515,111.08415,13.882136,112.47237,-0.0008061927,0.049178194
0.0,8.1,510.0,13.908995,13.882136,112.565506,112.47237,13.882056,113.86057,-0.0008055288,0.14053206
0.0,8.2,510.0,13.892968,13.882056,113.790436,113.86057,13.881976,115.24877,-0.0008048557,0.113583304
0.0,8.3,510.0,13.9704275,13.881976,115.3302,115.24877,13.881896,116.63696,-0.00080419687,0.036548797
0.0,8.4,510.0,13.813456,13.881896,116.65163,116.63696,13.881816,118.02515,-0.00080353295,0.12492797
0.0,8.5,510.0,14.1385765,13.881816,117.91883,118.02515,13.881736,119.41332,-0.00080287416,0.03958667
0.0,8.6,510.0,13.822875,13.881736,119.41314,119.41332,13.881656,120.80149,-0.00080221024,-0.010734673
0.0,8.7,510.0,13.858354,13.881656,120.79754,120.80149,13.881576,122.18965,-0.00080154225,-0.03360576
0.0,8.8,510.0,13.849603,13.881576,122.28855,122.18965,13.881495,123.577805,-0.00080087833,-0.1238213
0.0,8.9,510.0,13.866467,13.881495,123.53376,123.577805,13.881415,124.96595,-0.00080021954,0.2272854
0.0,9.0,510.0,13.793071,13.881415,125.11255,124.96595,13.881335,126.35409,-0.0007995556,0.09974594
0.0,9.1,510.0,13.830617,13.881335,126.4296,126.35409,13.881255,127.74222,-0.00079889677,-0.04388869
0.0,9.2,510.0,13.683735,13.881255,127.798706,127.74222,13.881175,129.13034,-0.0007982238,0.040643472
0.0,9.3,510.0,13.647235,13.881175,129.05759,129.13034,13.881095,130.51845,-0.0007975649,-0.07822938
0.0,9.4,510.0,13.720521,13.881095,130.3956,130.51845,13.881015,131.90656,-0.000796901,0.15083969
0.0,9.5,510.0,13.887374,13.881015,131.8193,131.90656,13.880936,133.29465,-0.0007962422,-0.008376099
0.0,9.6,510.0,14.021653,13.880936,133.36281,133.29465,13.8808565,134.68274,-0.00079558336,0.14940567
0.0,9.7,510.0,13.697844,13.8808565,134.80116,134.68274,13.880777,136.07082,-0.0007949296,-0.12602992
0.0,9.8,510.0,13.849184,13.880777,136.05183,136.07082,13.880698,137.4589,-0.0007942759,0.05588044
0.0,9.9,510.0,13.7099905,13.880698,137.48155,137.4589,13.880619,138.84695,-0.00079362217,0.12549122
0.0,10.0,510.0,13.939445,13.880619,139.07542,138.84695,13.88054,140.23502,-0.0007929633,-0.014164536
0.0,10.1,510.0,13.828651,13.88054,140.18425,140.23502,13.880461,141.62306,-0.0007923096,0.20156571
0.0,10.2,510.0,14.170549,13.880461,141.62775,141.62306,13.880382,143.01111,-0.00079165585,0.036987104
0.0,10.3,510.0,13.78935,13.880382,143.06778,143.01111,13.880302,144.39914,-0.000790997,-0.06849809
0.0,10.4,510.0,13.994692,13.880302,144.32806,144.39914,13.880223,145.78717,-0.00079034327,-0.021271376
0.0,10.5,510.0,13.843629,13.880223,145.63416,145.78717,13.880144,147.17519,-0.00078968954,0.0011612804
0.0,10.6,510.0,13.841781,13.880144,147.20914,147.17519,13.880065,148.5632,-0.0007890307,0.100213505
0.0,10.7,510.0,13.931202,13.880065,148.61786,148.5632,13.879986,149.9512,-0.00078837696,-0.027449315
0.0,10.8,510.0,13.758295,13.879986,150.07831,149.9512,13.879907,151.3392,-0.0007877232,-0.0041538174
0.0,10.9,510.0,13.955688,13.879907,151.36911,151.3392,13.8798275,152.72719,-0.0007870695,-0.16602926
0.0,11.0,510.0,13.817539,13.8798275,152.65643,152.72719,13.879749,154.11517,-0.00078641064,-0.03332794
0.0,11.1,510.0,13.938795,13.879749,154.11014,154.11517,13.879671,155.50314,-0.00078576204,-0.08732274
0.0,11.2,510.0,13.943326,13.879671,155.47658,155.50314,13.879593,156.89111,-0.00078511337,0.043763027
0.0,11.3,510.0,13.666618,13.879593,156.95789,156.89111,13.879515,158.27907,-0.0007844647,0.0518467
0.0,11.4,510.0,13.805409,13.879515,158.39207,158.27907,13.8794365,159.66702,-0.00078381604,-0.06505332
0.0,11.5,510.0,13.873707,13.8794365,159.69409,159.66702,13.879358,161.05496,-0.0007831765,-0.09648058
0.0,11.6,510.0,13.809503,13.879358,161.01932,161.05496,13.87928,162.4429,-0.0007825228,0.124017574
0.0,11.7,510.0,13.921419,13.87928,162.48865,162.4429,13.879202,163.83083,-0.0007818741,-0.028124675
0.0,11.8,510.0,13.906945,13.879202,163.96832,163.83083,13.879124,165.21873,-0.0007812255,0.10759825
0.0,11.9,510.0,13.843981,13.879124,165.21028,165.21873,13.8790455,166.60664,-0.00078057684,0.15510572
0.0,12.0,510.0,13.945779,13.8790455,166.70424,166.60664,13.878967,167.99454,-0.0007799373,-0.05236881
0.0,12.1,510.0,13.873629,13.878967,168.09265,167.99454,13.878889,169.38243,-0.00077928865,0.019144827
0.0,12.2,510.0,13.813011,13.878889,169.29308,169.38243,13.878811,170.77031,-0.00077864,0.07586939
0.0,12.3,510.0,13.961629,13.878811,170.75395,170.77031,13.878733,172.15819,-0.0007779914,0.03331031
0.0,12.4,510.0,13.854503,13.878733,172.01532,172.15819,13.8786545,173.54605,-0.00077733764,0.04376666
0.0,12.5,510.0,13.9549265,13.8786545,173.4112,173.54605,13.878577,174.93391,-0.0007766981,-0.07318176
0.0,12.6,510.0,13.809948,13.878577,174.82468,174.93391,13.8785,176.32176,-0.0007760545,0.035563342
0.0,12.7,510.0,13.819519,13.8785,176.41295,176.32176,13.878423,177.70961,-0.00077541603,0.043054078
0.0,12.8,510.0,13.825406,13.878423,177.73499,177.70961,13.8783455,179.09744,-0.0007747765,-0.110952914
0.0,12.9,510.0,13.8775835,13.8783455,179.20068,179.09744,13.878268,180.48528,-0.00077414716,0.05332391
0.0,13.0,510.0,13.6784115,13.878268,180.59496,180.48528,13.878191,181.8731,-0.00077349856,0.028054738
0.0,13.1,510.0,13.899725,13.878191,181.80827,181.8731,13.878114,183.26091,-0.0007728601,-0.040849183
0.0,13.2,510.0,13.844101,13.878114,183.28348,183.26091,13.8780365,184.64871,-0.0007722256,0.13365911
0.0,13.3,510.0,13.832899,13.8780365,184.64041,184.64871,13.877959,186.03651,-0.00077158207,0.19927658
0.0,13.4,510.0,13.733438,13.877959,185.95862,186.03651,13.877882,187.4243,-0.00077093847,-0.15228708
0.0,13.5,510.0,13.875034,13.877882,187.51082,187.4243,13.877805,188.81209,-0.00077030406,0.02205192
0.0,13.6,510.0,13.889037,13.877805,188.7882,188.81209,13.8777275,190.19986,-0.00076966046,-0.06216091
0.0,13.7,510.0,13.945356,13.8777275,190.47845,190.19986,13.87765,191.58763,-0.00076902605,-0.21299756
0.0,13.8,510.0,13.853064,13.87765,191.63664,191.58763,13.877573,192.97539,-0.0007683825,0.09221439
0.0,13.9,510.0,13.917329,13.877573,193.04956,192.97539,13.877496,194.36314,-0.00076775317,0.08630636
0.0,14.0,510.0,13.923867,13.877496,194.38445,194.36314,13.877419,195.75089,-0.0007671045,-0.103435695
0.0,14.1,510.0,13.822466,13.877419,195.53947,195.75089,13.877343,197.13863,-0.000766466,-0.0026811666
0.0,14.2,510.0,13.878193,13.877343,197.37238,197.13863,13.877267,198.52635,-0.00076584175,-0.030153284
0.0,14.3,510.0,13.694653,13.877267,198.41104,198.52635,13.877191,199.91408,-0.0007652124,0.07751059
0.0,14.4,510.0,13.744768,13.877191,199.72581,199.91408,13.877114,201.30179,-0.00076458306,-0.09724064
0.0,14.5,510.0,13.897822,13.877114,201.46075,201.30179,13.877038,202.6895,-0.00076394965,0.036436625
0.0,14.6,510.0,13.901768,13.877038,202.66058,202.6895,13.876962,204.0772,-0.0007633203,0.032571387
0.0,14.7,510.0,13.843105,13.876962,204.08542,204.0772,13.876885,205.46489,-0.0007626818,0.21441342
0.0,14.8,510.0,13.871818,13.876885,205.40306,205.46489,13.876809,206.85257,-0.00076205755,-0.05034153
0.0,14.9,510.0,13.99742,13.876809,206.89351,206.85257,13.876733,208.24025,-0.0007614282,0.04024567
0.0,15.0,510.0,13.750124,13.876733,208.22997,208.24025,13.876657,209.62791,-0.0007607897,0.0157154
0.0,15.1,510.0,13.907095,13.876657,209.64832,209.62791,13.87658,211.01558,-0.0007601655,-0.025661997
0.0,15.2,510.0,13.679008,13.87658,211.00533,211.01558,13.876504,212.40323,-0.000759527,0.055744264
0.0,15.3,510.0,13.798444,13.876504,212.55293,212.40323,13.876428,213.79088,-0.0007588977,0.01752499
0.0,15.4,510.0,13.914329,13.876428,213.9027,213.79088,13.876351,215.17851,-0.0007582683,-0.08107552
0.0,15.5,510.0,13.863416,13.876351,215.25183,215.17851,13.876276,216.56615,-0.00075763493,0.0016167542
0.0,15.6,510.0,13.762006,13.876276,216.58913,216.56615,13.876201,217.95377,-0.00075701065,0.010439482
0.0,15.7,510.0,14.047111,13.876201,218.07027,217.95377,13.876125,219.34138,-0.0007563915,0.026243396
0.0,15.8,510.0,13.748124,13.876125,219.25734,219.34138,13.87605,220.72899,-0.0007557672,-0.055774327
0.0,15.9,510.0,13.714632,13.87605,220.66093,220.72899,13.875975,222.1166,-0.0007551389,-0.16106565
0.0,16.0,510.0,13.882846,13.875975,222.08327,222.1166,13.875899,223.50418,-0.00075451465,0.22895153
0.0,16.1,510.0,13.776869,13.875899,223.56209,223.50418,13.875824,224.89177,-0.0007538955,-0.022572562
0.0,16.2,510.0,13.947185,13.875824,224.99146,224.89177,13.875749,226.27934,-0.0007532712,0.049466606
0.0,16.3,510.0,13.862891,13.875749,226.35951,226.27934,13.875673,227.66692,-0.00075265206,-0.102786586
0.0,16.4,510.0,13.891211,13.875673,227.68509,227.66692,13.875598,229.05447,-0.0007520227,0.20810267
0.0,16.5,510.0,13.91753,13.875598,229.01399,229.05447,13.875523,230.44203,-0.0007514035,-0.052256353
0.0,16.6,510.0,13.97961,13.875523,230.33243,230.44203,13.875447,231.82957,-0.00075077015,-0.17145897
0.0,16.7,510.0,13.880451,13.875447,231.75339,231.82957,13.875372,233.21712,-0.00075015094,-0.11090658
0.0,16.8,510.0,13.834592,13.875372,233.07831,233.21712,13.875297,234.60464,-0.0007495267,0.042451486
0.0,16.9,510.0,13.798911,13.875297,234.7901,234.60464,13.875221,235.99217,-0.0007489075,0.010293454
0.0,17.0,510.0,13.858127,13.875221,235.90077,235.99217,13.875147,237.37968,-0.00074827415,-0.06430411
0.0,17.1,510.0,13.926775,13.875147,237.4919,237.37968,13.8750725,238.7672,-0.00074766006,-0.15409581
0.0,17.2,510.0,13.916732,13.8750725,238.89343,238.7672,13.874998,240.1547,-0.00074704597,0.0242219
0.0,17.3,510.0,13.760763,13.874998,240.12383,240.1547,13.874924,241.54219,-0.0007464319,0.14443062
0.0,17.4,510.0,13.904077,13.874924,241.49321,241.54219,13.874849,242.92967,-0.0007458127,-0.030185271
0.0,17.5,510.0,13.789149,13.874849,243.06282,242.92967,13.874775,244.31715,-0.00074520777,-0.11043024
0.0,17.6,510.0,13.820106,13.874775,244.23872,244.31715,13.874701,245.70462,-0.0007445937,-0.17803273
0.0,17.7,510.0,14.10752,13.874701,245.74,245.70462,13.874626,247.09209,-0.00074397447,0.06965429
0.0,17.8,510.0,13.806549,13.874626,247.1522,247.09209,13.874552,248.47955,-0.0007433604,0.06639226
0.0,17.9,510.0,14.015094,13.874552,248.40202,248.47955,13.874477,249.867,-0.0007427412,0.0412165
0.0,18.0,510.0,13.801442,13.874477,250.00095,249.867,13.874403,251.25446,-0.00074212713,-0.17305054
0.0,18.1,510.0,13.982551,13.874403,251.41905,251.25446,13.874329,252.64189,-0.000741508,-0.006121494
0.0,18.2,510.0,13.866269,13.874329,252.58255,252.64189,13.874254,254.02933,-0.0007408939,0.018516911
0.0,18.3,510.0,13.886886,13.874254,253.91023,254.02933,13.87418,255.41675,-0.0007402798,0.1307412
0.0,18.4,510.0,14.063436,13.87418,255.45824,255.41675,13.874105,256.80417,-0.00073966064,-0.053605676
0.0,18.5,510.0,13.927862,13.874105,256.95328,256.80417,13.874032,258.1916,-0.00073904655,0.023458581
0.0,18.6,510.0,13.825225,13.874032,258.0595,258.1916,13.873959,259.57898,-0.0007384375,0.067592174
0.0,18.7,510.0,13.808939,13.873959,259.46906,259.57898,13.873885,260.96637,-0.00073782855,0.14840743
0.0,18.8,510.0,13.80428,13.873885,260.9752,260.96637,13.873812,262.35376,-0.00073722866,-0.050022673
0.0,18.9,510.0,14.020155,13.873812,262.46158,262.35376,13.873738,263.74115,-0.0007366146,-0.028623972
0.0,19.0,510.0,13.965179,13.873738,263.7357,263.74115,13.873665,265.1285,-0.00073601067,0.10083205
0.0,19.1,510.0,13.819593,13.873665,265.06003,265.1285,13.873591,266.51587,-0.0007353966,0.0049304897
0.0,19.2,510.0,13.882942,13.873591,266.5582,266.51587,13.873518,267.90323,-0.00073478755,-0.107796766
0.0,19.3,510.0,14.051894,13.873518,267.9086,267.90323,13.873445,269.2906,-0.0007341877,0.12704138
0.0,19.4,510.0,13.885205,13.873445,269.39835,269.2906,13.873371,270.67792,-0.00073357363,0.04285997
0.0,19.5,510.0,13.838358,13.873371,270.52386,270.67792,13.873298,272.06525,-0.0007329697,0.10810114
0.0,19.6,510.0,14.069674,13.873298,271.91382,272.06525,13.873224,273.45258,-0.0007323648,-0.054981537
0.0,19.7,510.0,13.899811,13.873224,273.35648,273.45258,13.873151,274.8399,-0.00073175575,0.07286981
0.0,19.8,510.0,13.8986025,13.873151,274.83606,274.8399,13.873077,276.2272,-0.0007311467,0.064017974
0.0,19.9,510.0,14.016518,13.873077,276.25278,276.2272,13.873004,277.6145,-0.00073053775,-0.041506223
0.0,20.0,510.0,14.029228,13.873004,277.7787,277.6145,13.872931,279.0018,-0.0007299287,-0.023479033
0.0,20.1,510.0,13.993991,13.872931,279.00034,279.0018,13.872858,280.3891,-0.00072931976,-0.0048034857
0.0,20.2,510.0,13.802433,13.872858,280.388,280.3891,13.872786,281.77637,-0.000728725,0.13174129
0.0,20.3,510.0,13.800287,13.872786,281.80762,281.77637,13.872713,283.16364,-0.00072813017,-0.03140155
0.0,20.4,510.0,13.820128,13.872713,283.06522,283.16364,13.872641,284.5509,-0.0007275212,-0.1372979
0.0,20.5,510.0,13.909441,13.872641,284.48935,284.5509,13.872568,285.93817,-0.00072692236,-0.012227094
0.0,20.6,510.0,13.791253,13.872568,285.8183,285.93817,13.872496,287.32544,-0.0007263276,0.08044645
0.0,20.7,510.0,13.939438,13.872496,287.4175,287.32544,13.872423,288.71268,-0.0007257236,-0.1197785
0.0,20.8,510.0,13.769667,13.872423,288.92264,288.71268,13.872351,290.0999,-0.00072512886,0.073545225
0.0,20.9,510.0,13.858631,13.872351,290.01996,290.0999,13.872278,291.48715,-0.00072452496,0.089315295
0.0,21.0,510.0,13.868437,13.872278,291.5124,291.48715,13.872206,292.8744,-0.00072392105,0.082770586
0.0,21.1,510.0,13.937836,13.872206,292.80762,292.8744,13.872133,294.2616,-0.0007233263,-0.12641717
0.0,21.2,510.0,13.765373,13.872133,294.1709,294.2616,13.872061,295.6488,-0.0007227223,0.068392895
0.0,21.3,510.0,13.876127,13.872061,295.5243,295.6488,13.871988,297.036,-0.00072212756,0.11356519
0.0,21.4,510.0,14.002781,13.871988,297.1293,297.036,13.871916,298.42322,-0.00072152365,-0.040455706
0.0,21.5,510.0,13.948601,13.871916,298.25192,298.42322,13.871843,299.8104,-0.0007209289,-0.013409948
0.0,21.6,510.0,13.714376,13.871843,299.84482,299.8104,13.871771,301.19757,-0.000720325,0.11908744
0.0,21.7,510.0,13.953816,13.871771,301.20883,301.19757,13.871699,302.58475,-0.00071973016,0.03905248
0.0,21.8,510.0,13.997611,13.871699,302.69113,302.58475,13.871628,303.97192,-0.0007191314,-0.08252171
0.0,21.9,510.0,13.7920265,13.871628,304.09232,303.97192,13.871556,305.35907,-0.00071854674,-0.095767364
0.0,22.0,510.0,13.707772,13.871556,305.30118,305.35907,13.871485,306.74622,-0.00071795704,-0.08217652
0.0,22.1,510.0,13.811849,13.871485,306.83212,306.74622,13.871413,308.13336,-0.0007173582,-0.060941137
0.0,22.2,510.0,13.918064,13.871413,308.21442,308.13336,13.871342,309.5205,-0.00071676855,0.0386611
0.0,22.3,510.0,13.674346,13.871342,309.40738,309.5205,13.87127,310.90762,-0.0007161748,0.13982031
0.0,22.4,510.0,13.862742,13.87127,310.97787,310.90762,13.871199,312.29474,-0.0007155851,-0.029909661
0.0,22.5,510.0,14.04545,13.871199,312.3032,312.29474,13.871127,313.68185,-0.0007149954,-0.15926398
0.0,22.6,510.0,13.809119,13.871127,313.64273,313.68185,13.871056,315.06897,-0.0007143966,-0.085136525
0.0,22.7,510.0,13.923716,13.871056,315.1698,315.06897,13.870984,316.4561,-0.00071381195,0.08831289
0.0,22.8,510.0,13.936909,13.870984,316.3857,316.4561,13.870913,317.84317,-0.0007132131,0.051623788
0.0,22.9,510.0,13.832318,13.870913,317.80814,317.84317,13.870841,319.23026,-0.0007126234,0.11691931
0.0,23.0,510.0,13.661286,13.870841,319.12076,319.23026,13.8707695,320.61734,-0.00071203377,-0.03803488
0.0,23.1,510.0,13.917591,13.8707695,320.59943,320.61734,13.870698,322.00443,-0.0007114349,0.043146987
0.0,23.2,510.0,13.874941,13.870698,321.85434,322.00443,13.870626,323.39148,-0.0007108452,0.13942453
0.0,23.3,510.0,13.977394,13.870626,323.4998,323.39148,13.870556,324.77853,-0.0007102555,-0.082301356
0.0,23.4,510.0,13.768503,13.870556,324.8502,324.77853,13.870485,326.1656,-0.00070966687,-0.05540972
0.0,23.5,510.0,13.969662,13.870485,326.17157,326.1656,13.870415,327.55264,-0.0007090965,-0.037591297
0.0,23.6,510.0,13.932804,13.870415,327.5966,327.55264,13.870344,328.93967,-0.0007085027,0.021536963
0.0,23.7,510.0,13.842771,13.870344,328.95645,328.93967,13.870274,330.3267,-0.00070791814,-0.09686543
0.0,23.8,510.0,13.932341,13.870274,330.45163,330.3267,13.870203,331.7137,-0.0007073386,-0.01878931
0.0,23.9,510.0,13.797238,13.870203,331.7427,331.7137,13.870132,333.10074,-0.000706754,0.008252021
0.0,24.0,510.0,13.989287,13.870132,333.13437,333.10074,13.870062,334.48776,-0.0007061694,0.117739335
0.0,24.1,510.0,13.951149,13.870062,334.3769,334.48776,13.869991,335.87476,-0.00070558075,0.043654047
0.0,24.2,510.0,13.955948,13.869991,335.6617,335.87476,13.869921,337.26175,-0.0007050104,0.065810785
0.0,24.3,510.0,13.901342,13.869921,337.3753,337.26175,13.86985,338.64874,-0.0007044166,-0.12785622
0.0,24.4,510.0,13.84782,13.86985,338.57568,338.64874,13.86978,340.03574,-0.000703832,-0.036200307
