traj_id,t,u,a_meas,a_true,v_true_m,v_true_km,x_true
0.0,3.3,510.0,-0.012741742,-0.0008382212,13.886085,49.989906,45.828686
0.0,3.4,510.0,-0.011693401,-0.00083752733,13.886001,49.9896,47.21729
0.0,3.5,510.0,-0.01158619,-0.0008368341,13.885917,49.9893,48.605885
0.0,3.6,510.0,-0.00069228484,-0.00083614135,13.885834,49.989002,49.994473
0.0,3.7,510.0,-0.0017272513,-0.0008354492,13.88575,49.9887,51.383053
0.0,3.8,510.0,-0.0075871227,-0.00083475764,13.885666,49.9884,52.77162
0.0,3.9,510.0,0.015062188,-0.00083406665,13.885583,49.9881,54.160187
0.0,4.0,510.0,-0.0053082607,-0.00083337625,13.8855,49.987797,55.54874
0.0,4.1,510.0,-0.006038869,-0.00083268643,13.885416,49.9875,56.937286
0.0,4.2,510.0,-0.007768264,-0.00083199714,13.885333,49.987198,58.32582
0.0,4.3,510.0,0.011855979,-0.0008313085,13.88525,49.9869,59.71435
0.0,4.4,510.0,0.013173616,-0.00083062035,13.885167,49.9866,61.10287
0.0,4.5,510.0,-0.007059219,-0.0008299328,13.885084,49.9863,62.491386
0.0,4.6,510.0,0.0030365905,-0.00082924584,13.885001,49.986004,63.87989
0.0,4.7,510.0,0.0048617786,-0.00082855945,13.884918,49.985703,65.26839
0.0,4.8,510.0,-0.01509451,-0.0008278736,13.884835,49.985405,66.656876
0.0,4.9,510.0,-0.019136038,-0.00082718837,13.884752,49.985107,68.04535
0.0,5.0,510.0,-0.016372891,-0.0008265037,13.884669,49.98481,69.43382
0.0,5.1,510.0,0.0233046,-0.00082581956,13.884587,49.984512,70.82229
0.0,5.2,510.0,0.0014778514,-0.00082513597,13.884504,49.984215,72.21074
0.0,5.3,510.0,0.0017476897,-0.000824453,13.884422,49.983917,73.59919
0.0,5.4,510.0,-0.0030006065,-0.0008237706,13.884339,49.983624,74.987625
0.0,5.5,510.0,-0.005993324,-0.00082308875,13.884257,49.983326,76.37605
0.0,5.6,510.0,0.017310169,-0.0008224075,13.884175,49.98303,77.76447
0.0,5.7,510.0,-0.009769214,-0.0008217268,13.884092,49.982735,79.15289
0.0,5.8,510.0,0.0018207257,-0.00082104665,13.88401,49.982437,80.5413
0.0,5.9,510.0,0.022083303,-0.0008203671,13.883928,49.982143,81.929695
0.0,6.0,510.0,-0.004606751,-0.000819688,13.883846,49.981846,83.318085
0.0,6.1,510.0,-0.002030602,-0.0008190096,13.883764,49.981552,84.70646
0.0,6.2,510.0,-0.004506953,-0.0008183317,13.883682,49.98126,86.09483
0.0,6.3,510.0,-0.012965073,-0.0008176544,13.883601,49.980965,87.4832
0.0,6.4,510.0,-0.0031793835,-0.00081697764,13.883519,49.98067,88.87155
0.0,6.5,510.0,0.011799574,-0.00081630144,13.883437,49.980373,90.2599
0.0,6.6,510.0,-0.004103902,-0.0008156258,13.883356,49.98008,91.64824
0.0,6.7,510.0,-0.000526519,-0.0008149508,13.883274,49.97979,93.036575
0.0,6.8,510.0,-0.013617208,-0.0008142763,13.883193,49.979496,94.4249
0.0,6.9,510.0,-0.025017787,-0.00081360235,13.883112,49.979202,95.81321
0.0,7.0,510.0,0.009212801,-0.00081292895,13.88303,49.97891,97.201515
0.0,7.1,510.0,-0.016104594,-0.0008122561,13.882949,49.978615,98.58982
0.0,7.2,510.0,-0.0064673424,-0.0008115839,13.882868,49.978325,99.97811
0.0,7.3,510.0,-0.005179117,-0.00081091217,13.882787,49.97803,101.366394
0.0,7.4,510.0,0.01382497,-0.00081024104,13.882706,49.97774,102.75467
0.0,7.5,510.0,-0.014514625,-0.0008095704,13.882625,49.977448,104.14293
0.0,7.6,510.0,0.0068499334,-0.0008089004,13.882544,49.977158,105.53119
0.0,7.7,510.0,-0.021419551,-0.00080823095,13.8824625,49.976868,106.91944
0.0,7.8,510.0,0.006033355,-0.000807562,13.882382,49.976574,108.307686
0.0,7.9,510.0,0.009785236,-0.0008068937,13.882301,49.976284,109.695915
0.0,8.0,510.0,0.0009968487,-0.0008062259,13.88222,49.975994,111.084145
0.0,8.1,510.0,0.0018802701,-0.00080555864,13.88214,49.975704,112.47236
0.0,8.2,510.0,0.00028632855,-0.0008048919,13.882059,49.975414,113.86057
0.0,8.3,510.0,0.008040918,-0.0008042258,13.881979,49.975124,115.24877
0.0,8.4,510.0,-0.0076475963,-0.00080356025,13.881899,49.974834,116.63697
0.0,8.5,510.0,0.024873123,-0.0008028952,13.881819,49.974545,118.025154
0.0,8.6,510.0,-0.0066883094,-0.00080223073,13.881738,49.97426,119.41333
0.0,8.7,510.0,-0.003131801,-0.0008015668,13.881658,49.97397,120.8015
0.0,8.8,510.0,-0.0039981636,-0.0008009035,13.8815775,49.97368,122.18966
0.0,8.9,510.0,-0.0023029977,-0.00080024067,13.881497,49.973392,123.57782
0.0,9.0,510.0,-0.009633997,-0.0007995784,13.881418,49.973103,124.965965
0.0,9.1,510.0,-0.0058707236,-0.0007989167,13.881338,49.972816,126.3541
0.0,9.2,510.0,-0.02055031,-0.0007982555,13.881258,49.97253,127.74223
0.0,9.3,510.0,-0.024191631,-0.0007975949,13.881178,49.97224,129.13036
0.0,9.4,510.0,-0.016854284,-0.0007969348,13.881099,49.971954,130.51846
0.0,9.5,510.0,-0.00016037902,-0.00079627533,13.881019,49.97167,131.90657
0.0,9.6,510.0,0.013276162,-0.00079561636,13.8809395,49.971382,133.29466
0.0,9.7,510.0,-0.019096298,-0.0007949579,13.880859,49.971096,134.68275
0.0,9.8,510.0,-0.003953616,-0.00079430005,13.88078,49.97081,136.07085
0.0,9.9,510.0,-0.017864395,-0.0007936428,13.880701,49.970524,137.45891
0.0,10.0,510.0,0.005089567,-0.00079298596,13.880622,49.970238,138.84698
0.0,10.1,510.0,-0.005981205,-0.0007923297,13.880542,49.96995,140.23505
0.0,10.2,510.0,0.028217226,-0.0007916741,13.880463,49.969666,141.6231
0.0,10.3,510.0,-0.009894261,-0.00079101895,13.8803835,49.969383,143.01114
0.0,10.4,510.0,0.010648613,-0.00079036434,13.880304,49.969097,144.39917
0.0,10.5,510.0,-0.004449115,-0.0007897103,13.880226,49.96881,145.78719
0.0,10.6,510.0,-0.0046253917,-0.00078905676,13.880147,49.96853,147.17522
0.0,10.7,510.0,0.004325262,-0.00078840385,13.880068,49.968246,148.56322
0.0,10.8,510.0,-0.012956819,-0.0007877514,13.87999,49.96796,149.95123
0.0,10.9,510.0,0.006791074,-0.00078709953,13.87991,49.967678,151.33922
0.0,11.0,510.0,-0.0070152353,-0.0007864482,13.879831,49.967396,152.7272
0.0,11.1,510.0,0.00511875,-0.0007857974,13.879753,49.96711,154.11519
0.0,11.2,510.0,0.005580337,-0.0007851472,13.879675,49.966827,155.50316
0.0,11.3,510.0,-0.022081915,-0.0007844975,13.879596,49.966545,156.89113
0.0,11.4,510.0,-0.008194403,-0.0007838483,13.879518,49.966263,158.27908
0.0,11.5,510.0,-0.0013562029,-0.0007831997,13.879439,49.96598,159.66702
0.0,11.6,510.0,-0.0077681565,-0.0007825516,13.879361,49.9657,161.05496
0.0,11.7,510.0,0.0034320098,-0.00078190403,13.879283,49.96542,162.4429
0.0,11.8,510.0,0.001993075,-0.00078125705,13.879205,49.965137,163.83083
0.0,11.9,510.0,-0.004294865,-0.00078061054,13.879127,49.964855,165.21873
0.0,12.0,510.0,0.005893415,-0.0007799646,13.879048,49.964577,166.60664
0.0,12.1,510.0,-0.0013131911,-0.0007793192,13.87897,49.964294,167.99455
0.0,12.2,510.0,-0.007366506,-0.0007786744,13.878893,49.964012,169.38245
0.0,12.3,510.0,0.007503786,-0.00077803,13.878815,49.963734,170.77032
0.0,12.4,510.0,-0.0032003894,-0.00077738625,13.878737,49.963455,172.1582
0.0,12.5,510.0,0.0068504764,-0.000776743,13.878659,49.963173,173.54608
0.0,12.6,510.0,-0.007639056,-0.00077610026,13.878582,49.962894,174.93393
0.0,12.7,510.0,-0.006673597,-0.0007754581,13.878504,49.962616,176.3218
0.0,12.8,510.0,-0.006076529,-0.00077481644,13.878427,49.962337,177.70964
0.0,12.9,510.0,-0.00085035514,-0.00077417534,13.878349,49.96206,179.09747
0.0,13.0,510.0,-0.02075924,-0.00077353476,13.878272,49.961777,180.4853
0.0,13.1,510.0,0.0013804834,-0.0007728947,13.878195,49.961502,181.87312
0.0,13.2,510.0,-0.004173501,-0.0007722552,13.878118,49.961224,183.26094
0.0,13.3,510.0,-0.0052853804,-0.00077161624,13.87804,49.960945,184.64876
0.0,13.4,510.0,-0.015223143,-0.00077097776,13.877963,49.960667,186.03656
0.0,13.5,510.0,-0.0010551336,-0.00077033986,13.877886,49.96039,187.42435
0.0,13.6,510.0,0.00035354233,-0.0007697024,13.877809,49.960114,188.81213
0.0,13.7,510.0,0.0059938403,-0.0007690656,13.877732,49.959835,190.1999
0.0,13.8,510.0,-0.003227113,-0.00076842925,13.877655,49.959557,191.58768
0.0,13.9,510.0,0.0032078088,-0.00076779345,13.877578,49.959282,192.97543
0.0,14.0,510.0,0.0038700346,-0.00076715817,13.8775015,49.959003,194.36319
0.0,14.1,510.0,-0.0062619057,-0.0007665234,13.877425,49.95873,195.75095
0.0,14.2,510.0,-0.00068087043,-0.00076588924,13.877348,49.958454,197.13867
0.0,14.3,510.0,-0.0190267,-0.00076525554,13.877272,49.95818,198.52641
0.0,14.4,510.0,-0.014006841,-0.00076462235,13.877195,49.9579,199.91414
0.0,14.5,510.0,0.0013068304,-0.00076398975,13.877119,49.957626,201.30185
0.0,14.6,510.0,0.0017096224,-0.0007633576,13.877043,49.95735,202.68956
0.0,14.7,510.0,-0.004148391,-0.00076272606,13.876966,49.957077,204.07726
0.0,14.8,510.0,-0.0012688546,-0.000762095,13.87689,49.956802,205.46495
0.0,14.9,510.0,0.011299618,-0.0007614644,13.876814,49.956528,206.85263
0.0,15.0,510.0,-0.0134217115,-0.00076083443,13.876738,49.956253,208.24031
0.0,15.1,510.0,0.0022836544,-0.0007602049,13.876661,49.955982,209.62798
0.0,15.2,510.0,-0.020516807,-0.000759576,13.876585,49.955708,211.01564
0.0,15.3,510.0,-0.008564989,-0.0007589475,13.87651,49.955433,212.4033
0.0,15.4,510.0,0.0030318093,-0.0007583196,13.876433,49.955162,213.79094
0.0,15.5,510.0,-0.0020512384,-0.0007576922,13.876358,49.954887,215.17859
0.0,15.6,510.0,-0.012184054,-0.00075706537,13.876282,49.954617,216.56622
0.0,15.7,510.0,0.016334565,-0.000756439,13.876206,49.95434,217.95384
0.0,15.8,510.0,-0.01355589,-0.00075581315,13.876131,49.95407,219.34146
0.0,15.9,510.0,-0.016896974,-0.0007551879,13.876056,49.9538,220.72906
0.0,16.0,510.0,-6.747067e-05,-0.0007545631,13.875979,49.953526,222.11667
0.0,16.1,510.0,-0.010656969,-0.0007539388,13.875904,49.953255,223.50426
0.0,16.2,510.0,0.006382704,-0.00075331505,13.875829,49.952984,224.89185
0.0,16.3,510.0,-0.0020384465,-0.0007526918,13.875753,49.952713,226.27943
0.0,16.4,510.0,0.00080165185,-0.0007520691,13.875678,49.952442,227.667
0.0,16.5,510.0,0.0034418104,-0.0007514469,13.875604,49.95217,229.05457
0.0,16.6,510.0,0.0096579185,-0.0007508252,13.875528,49.9519,230.44212
0.0,16.7,510.0,-0.0002497674,-0.000750204,13.875453,49.95163,231.82967
0.0,16.8,510.0,-0.0048275953,-0.0007495834,13.875379,49.951363,233.21721
0.0,16.9,510.0,-0.008387529,-0.00074896327,13.875303,49.95109,234.60475
0.0,17.0,510.0,-0.0024577575,-0.00074834365,13.875228,49.95082,235.99228
0.0,17.1,510.0,0.004415108,-0.00074772455,13.875154,49.950554,237.37979
0.0,17.2,510.0,0.003418865,-0.000747106,13.875079,49.950283,238.7673
0.0,17.3,510.0,-0.012169948,-0.0007464879,13.875004,49.950016,240.15482
0.0,17.4,510.0,0.0021694372,-0.00074587035,13.874929,49.949745,241.54231
0.0,17.5,510.0,-0.009315219,-0.0007452533,13.874855,49.94948,242.9298
0.0,17.6,510.0,-0.0062116194,-0.00074463675,13.874781,49.94921,244.31728
0.0,17.7,510.0,0.022537978,-0.00074402074,13.874706,49.94894,245.70476
0.0,17.8,510.0,-0.0075511616,-0.00074340525,13.874632,49.948673,247.09222
0.0,17.9,510.0,0.013311416,-0.00074279023,13.8745575,49.948406,248.47968
0.0,18.0,510.0,-0.00804568,-0.00074217573,13.874483,49.94814,249.86713
0.0,18.1,510.0,0.010073212,-0.00074156176,13.874409,49.947872,251.25458
0.0,18.2,510.0,-0.0015469432,-0.0007409483,13.874334,49.947605,252.64201
0.0,18.3,510.0,0.00052284705,-0.0007403354,13.874261,49.94734,254.02943
0.0,18.4,510.0,0.018185882,-0.0007397229,13.8741865,49.94707,255.41687
0.0,18.5,510.0,0.0046365336,-0.000739111,13.874113,49.946804,256.8043
0.0,18.6,510.0,-0.005619177,-0.00073849957,13.874039,49.94654,258.19168
0.0,18.7,510.0,-0.007239805,-0.0007378886,13.873965,49.946274,259.57907
0.0,18.8,510.0,-0.007697724,-0.00073727826,13.873891,49.94601,260.9665
0.0,18.9,510.0,0.0138976695,-0.00073666836,13.873817,49.945744,262.35385
0.0,19.0,510.0,0.008408023,-0.0007360589,13.873744,49.945477,263.74124
0.0,19.1,510.0,-0.0061426237,-0.00073545007,13.873671,49.945213,265.1286
0.0,19.2,510.0,0.0002002392,-0.0007348417,13.873597,49.94495,266.51596
0.0,19.3,510.0,0.017103361,-0.00073423376,13.873524,49.944683,267.90332
0.0,19.4,510.0,0.00044242395,-0.0007336264,13.87345,49.94442,269.29068
0.0,19.5,510.0,-0.0042342977,-0.00073301955,13.873377,49.944157,270.678
0.0,19.6,510.0,0.018905144,-0.0007324132,13.873303,49.943893,272.06537
0.0,19.7,510.0,0.0019268297,-0.0007318073,13.87323,49.94363,273.4527
0.0,19.8,510.0,0.0018140022,-0.00073120196,13.8731575,49.943367,274.84
0.0,19.9,510.0,0.013613442,-0.0007305971,13.873084,49.943104,276.22733
0.0,20.0,510.0,0.014892469,-0.0007299928,13.873011,49.94284,277.61462
0.0,20.1,510.0,0.0113766035,-0.00072938896,13.872938,49.942577,279.00192
0.0,20.2,510.0,-0.0077713253,-0.0007287856,13.872865,49.942314,280.38922
0.0,20.3,510.0,-0.0079780165,-0.0007281827,13.872792,49.94205,281.7765
0.0,20.4,510.0,-0.0059860246,-0.0007275804,13.87272,49.94179,283.16376
0.0,20.5,510.0,0.002953098,-0.0007269786,13.872646,49.94153,284.55103
0.0,20.6,510.0,-0.00885784,-0.00072637724,13.872574,49.941265,285.9383
0.0,20.7,510.0,0.0059684203,-0.00072577636,13.872501,49.941006,287.32556
0.0,20.8,510.0,-0.011000814,-0.00072517607,13.872429,49.940742,288.7128
0.0,20.9,510.0,-0.0020965363,-0.0007245762,13.872356,49.940483,290.10004
0.0,21.0,510.0,-0.001108098,-0.0007239769,13.872284,49.940224,291.48727
0.0,21.1,510.0,0.005839582,-0.00072337803,13.872211,49.93996,292.87448
0.0,21.2,510.0,-0.011398788,-0.00072277966,13.872139,49.9397,294.26172
0.0,21.3,510.0,-0.0003154908,-0.0007221818,13.872067,49.93944,295.64893
0.0,21.4,510.0,0.012357665,-0.0007215845,13.871995,49.939182,297.03613
0.0,21.5,510.0,0.0069475025,-0.0007209876,13.8719225,49.938923,298.4233
0.0,21.6,510.0,-0.016467094,-0.0007203912,13.871851,49.938663,299.81052
0.0,21.7,510.0,0.0074847597,-0.00071979535,13.8717785,49.938404,301.1977
0.0,21.8,510.0,0.011872,-0.0007192,13.871707,49.938145,302.58487
0.0,21.9,510.0,-0.008678693,-0.0007186051,13.8716345,49.937885,303.97202
0.0,22.0,510.0,-0.017096413,-0.00071801076,13.871563,49.937626,305.3592
0.0,22.1,510.0,-0.006680985,-0.0007174169,13.871491,49.937366,306.74634
0.0,22.2,510.0,0.003948245,-0.00071682344,13.87142,49.93711,308.13348
0.0,22.3,510.0,-0.020415775,-0.0007162306,13.871347,49.93685,309.52063
0.0,22.4,510.0,-0.0015684534,-0.00071563816,13.871276,49.936596,310.90775
0.0,22.5,510.0,0.016710073,-0.00071504625,13.871204,49.936337,312.2949
0.0,22.6,510.0,-0.006915265,-0.0007144548,13.871133,49.93608,313.682
0.0,22.7,510.0,0.004552121,-0.0007138639,13.871062,49.93582,315.06912
0.0,22.8,510.0,0.005879195,-0.0007132735,13.870991,49.935566,316.4562
0.0,22.9,510.0,-0.004572072,-0.0007126835,13.870919,49.93531,317.8433
0.0,23.0,510.0,-0.021667575,-0.000712094,13.870848,49.93505,319.2304
0.0,23.1,510.0,0.0039706454,-0.00071150507,13.870777,49.934795,320.61746
0.0,23.2,510.0,-0.000286589,-0.0007109166,13.870706,49.93454,322.00455
0.0,23.3,510.0,0.00996644,-0.0007103286,13.870635,49.934284,323.3916
0.0,23.4,510.0,-0.010914979,-0.0007097411,13.8705635,49.93403,324.7787
0.0,23.5,510.0,0.009208473,-0.00070915406,13.870493,49.933773,326.16574
0.0,23.6,510.0,0.005530325,-0.00070856756,13.870421,49.933517,327.55276
0.0,23.7,510.0,-0.0034653435,-0.0007079815,13.870351,49.93326,328.93982
0.0,23.8,510.0,0.0054993094,-0.00070739596,13.87028,49.93301,330.32684
0.0,23.9,510.0,-0.008003319,-0.0007068109,13.87021,49.932755,331.71387
0.0,24.0,510.0,0.0112093035,-0.00070622633,13.870139,49.9325,333.1009
0.0,24.1,510.0,0.0074030906,-0.0007056422,13.870069,49.932247,334.48788
0.0,24.2,510.0,0.007890643,-0.0007050586,13.869998,49.93199,335.8749
0.0,24.3,510.0,0.002437667,-0.0007044755,13.869927,49.931736,337.2619
0.0,24.4,510.0,-0.0029068359,-0.00070389285,13.869857,49.931484,338.6489
0.0,24.5,510.0,-0.012508272,-0.0007033107,13.869786,49.931232,340.03586
0.0,24.6,510.0,0.003794498,-0.00070272904,13.869716,49.930977,341.42285
0.0,24.7,510.0,0.005081391,-0.00070214784,13.869646,49.930725,342.8098
0.0,24.8,510.0,0.00410155,-0.00070156716,13.8695755,49.930473,344.19678
0.0,24.9,510.0,-0.0025314665,-0.0007009869,13.869506,49.93022,345.58374
0.0,25.0,510.0,0.014551238,-0.0007004072,13.869435,49.929966,346.97067
0.0,25.1,510.0,-0.01233969,-0.0006998279,13.869366,49.929714,348.3576
0.0,25.2,510.0,0.008640678,-0.00069924915,13.869295,49.929462,349.74454
0.0,25.3,510.0,0.00059179065,-0.00069867086,13.8692255,49.92921,351.13147
0.0,25.4,510.0,-0.0061322507,-0.00069809303,13.869156,49.92896,352.5184
0.0,25.5,510.0,-0.018236496,-0.0006975157,13.869086,49.92871,353.9053
0.0,25.6,510.0,-0.010623613,-0.00069693883,13.869017,49.92846,355.2922
0.0,25.7,510.0,-0.0048357663,-0.00069636246,13.868947,49.928207,356.6791
0.0,25.8,510.0,-0.0041341144,-0.00069578656,13.868877,49.927956,358.066
0.0,25.9,510.0,0.011860297,-0.0006952111,13.868808,49.927708,359.45288
0.0,26.0,510.0,0.019811809,-0.0006946362,13.868738,49.927456,360.83975
0.0,26.1,510.0,-0.0043905866,-0.00069406175,13.868669,49.927208,362.22662
0.0,26.2,510.0,0.01320873,-0.00069348776,13.868599,49.926956,363.6135
0.0,26.3,510.0,-0.011623971,-0.00069291424,13.86853,49.92671,365.00034
0.0,26.4,510.0,-0.0029424059,-0.0006923412,13.868461,49.926456,366.3872
0.0,26.5,510.0,0.0052874424,-0.00069176866,13.868391,49.92621,367.77405
0.0,26.6,510.0,0.007629305,-0.00069119653,13.868322,49.92596,369.1609
0.0,26.7,510.0,-0.0066466206,-0.00069062493,13.868253,49.925713,370.5477
0.0,26.8,510.0,-0.015723215,-0.0006900538,13.868184,49.92546,371.93454
0.0,26.9,510.0,-0.02112983,-0.0006894832,13.868115,49.925213,373.32135
0.0,27.0,510.0,-0.017532542,-0.000688913,13.868046,49.924965,374.70816
0.0,27.1,510.0,-0.0063848095,-0.00068834325,13.867977,49.924717,376.09494
0.0,27.2,510.0,0.0052150316,-0.00068777404,13.8679085,49.92447,377.48175
0.0,27.3,510.0,0.011834311,-0.0006872053,13.86784,49.924225,378.86853
0.0,27.4,510.0,0.0013477586,-0.00068663695,13.867771,49.923977,380.2553
0.0,27.5,510.0,0.017551152,-0.00068606914,13.8677025,49.92373,381.6421
0.0,27.6,510.0,-0.010782205,-0.0006855018,13.867634,49.92348,383.02887
0.0,27.7,510.0,-0.0066290703,-0.00068493496,13.867565,49.923237,384.41562
0.0,27.8,510.0,0.008975563,-0.00068436854,13.8674965,49.92299,385.80237
0.0,27.9,510.0,-0.000542334,-0.0006838026,13.867429,49.92274,387.18912
0.0,28.0,510.0,-0.01233246,-0.00068323716,13.86736,49.922497,388.57587
0.0,28.1,510.0,-0.025365166,-0.00068267214,13.867291,49.92225,389.9626
0.0,28.2,510.0,0.00059560797,-0.00068210764,13.867224,49.922005,391.3493
0.0,28.3,510.0,-0.0044069383,-0.00068154355,13.867155,49.92176,392.73602
0.0,28.4,510.0,-0.00029739167,-0.00068098,13.867087,49.921513,394.12274
0.0,28.5,510.0,-0.016705055,-0.0006804169,13.86702,49.92127,395.50946
0.0,28.6,510.0,0.010131698,-0.0006798542,13.866951,49.921024,396.89615
0.0,28.7,510.0,0.005888333,-0.000679292,13.866883,49.92078,398.28284
0.0,28.8,510.0,-0.0018005323,-0.0006787303,13.866816,49.920536,399.66953
0.0,28.9,510.0,-0.018614972,-0.0006781691,13.866748,49.92029,401.0562
0.0,29.0,510.0,-0.0032474145,-0.00067760824,13.86668,49.920048,402.44287
0.0,29.1,510.0,0.013477725,-0.00067704794,13.8666115,49.919804,403.82953
0.0,29.2,510.0,0.0072837155,-0.0006764881,13.866545,49.91956,405.2162
0.0,29.3,510.0,-0.010820868,-0.0006759287,13.866477,49.919315,406.60284
0.0,29.4,510.0,0.004598229,-0.00067536975,13.866409,49.91907,407.9895
0.0,29.5,510.0,0.013629929,-0.0006748113,13.866342,49.91883,409.37613
0.0,29.6,510.0,0.007720138,-0.00067425333,13.866274,49.918587,410.76276
0.0,29.7,510.0,-0.004979742,-0.0006736958,13.866207,49.918343,412.14938
0.0,29.8,510.0,-0.013051643,-0.0006731387,13.866139,49.918102,413.536
0.0,29.9,510.0,0.0012690593,-0.00067258213,13.866072,49.91786,414.9226
0.0,30.0,510.0,-0.0029592784,-0.00067202596,13.866005,49.917618,416.3092
0.0,30.1,510.0,0.011734544,-0.0006714703,13.865937,49.917377,417.6958
0.0,30.2,510.0,-0.01951074,-0.00067091506,13.86587,49.917133,419.0824
0.0,30.3,510.0,-0.017853241,-0.00067036034,13.865804,49.916893,420.469
0.0,30.4,510.0,0.03011827,-0.00066980603,13.865737,49.916653,421.85556
0.0,30.5,510.0,0.0072615696,-0.0006692522,13.865669,49.91641,423.24213
0.0,30.6,510.0,0.012279128,-0.0006686988,13.8656025,49.91617,424.6287
0.0,30.7,510.0,0.014388632,-0.0006681459,13.865536,49.915928,426.01526
0.0,30.8,510.0,-0.012770613,-0.00066759344,13.865469,49.915688,427.4018
0.0,30.9,510.0,-0.013632042,-0.0006670414,13.865402,49.915447,428.78836
0.0,31.0,510.0,0.014200699,-0.0006664899,13.865335,49.915207,430.1749
0.0,31.1,510.0,-0.01384515,-0.0006659388,13.865269,49.914967,431.5614
0.0,31.2,510.0,0.0080569815,-0.0006653882,13.865203,49.91473,432.94794
0.0,31.3,510.0,-0.0035218957,-0.000664838,13.865136,49.91449,434.33444
0.0,31.4,510.0,-0.009207803,-0.0006642883,13.865069,49.91425,435.72098
0.0,31.5,510.0,-0.019990958,-0.00066373905,13.865003,49.914013,437.10748
0.0,31.6,510.0,0.0064777555,-0.0006631902,13.864937,49.913773,438.49396
0.0,31.7,510.0,0.0037133105,-0.0006626419,13.86487,49.913532,439.88046
0.0,31.8,510.0,0.0005030666,-0.000662094,13.864804,49.913296,441.26694
0.0,31.9,510.0,-0.0049775536,-0.00066154654,13.864738,49.913055,442.6534
0.0,32.0,510.0,-0.01711123,-0.00066099956,13.864672,49.91282,444.0399
0.0,32.1,510.0,0.0067721847,-0.00066045305,13.864606,49.912582,445.42636
0.0,32.2,510.0,-0.014075799,-0.000659907,13.86454,49.912342,446.8128
0.0,32.3,510.0,0.010697814,-0.00065936137,13.864474,49.912106,448.19925
0.0,32.4,510.0,-0.012033848,-0.0006588162,13.864408,49.91187,449.5857
0.0,32.5,510.0,-0.0028828545,-0.0006582715,13.864342,49.911633,450.97214
0.0,32.6,510.0,-0.0013241292,-0.00065772724,13.864276,49.911396,452.35858
0.0,32.7,510.0,0.008611957,-0.0006571834,13.86421,49.91116,453.745
0.0,32.8,510.0,0.010138365,-0.0006566401,13.864145,49.910923,455.1314
0.0,32.9,510.0,0.0031910385,-0.0006560972,13.864079,49.910686,456.51782
0.0,33.0,510.0,-0.00753311,-0.0006555547,13.864014,49.91045,457.90424
0.0,33.1,510.0,0.0070444415,-0.00065501273,13.863948,49.910213,459.29062
